Monitoring Stations,Month,Year,pH (units),Ammonia (mg/L),Nitrate (mg/L),Inorganic Phosphate (mg/L),BOD (mg/l),Dissolved Oxygen (mg/l),Total coliforms (MPN/100ml),Phytoplankton (cells/ml),Wind,Condition,Day,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precip.,Date
Stn.XVI (Sta Rosa),5,2015,7.5,0.08299999999999999,0.383,0.09620000000000001,2.2,7.1,224.6,14424.0,17.0,3,5,650.0,30.875,22.45833333333333,62.66666666666666,10.083333333333334,0.0,1006.95625,0.0,2015-05-05
Stn XVII (Sanctuary),5,2015,7.8,0.0298,0.0814,0.1382,2.2,9.5,143.2,15460.0,17.0,3,5,650.0,30.875,22.45833333333333,62.66666666666666,10.083333333333334,0.0,1006.95625,0.0,2015-05-05
Stn XVIII (Pagsanjan),5,2015,7.8,0.0254,0.5338,0.145,2.8,9.0,84.4,4116.0,17.0,3,5,650.0,30.875,22.45833333333333,62.66666666666666,10.083333333333334,0.0,1006.95625,0.0,2015-05-05
Stn. I (Central West Bay),6,2015,7.4,0.0298,0.0814,0.1382,2.6,9.8,186.6,13033.0,6.0,1,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn II (East Bay),6,2015,8.4,0.08099999999999999,0.1746,0.0708,2.0,8.4,98.8,10951.0,6.0,1,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn. IV (Central Bay),6,2015,8.7,0.041999999999999996,0.0746,0.1464,2.4,8.7,241.6,54043.0,6.0,1,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn V (Northern West Bay),6,2015,8.3,0.0264,0.6164000000000001,0.1416,1.6199999999999999,8.2,283.2,21188.0,6.0,1,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn VIII (South Bay),6,2015,8.1,0.0738,0.149,0.0536,2.6,7.9,264.4,2343.0,6.0,1,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn XV (San Pedro),6,2015,8.6,0.017400000000000002,0.049800000000000004,0.13540000000000002,2.8,8.8,193.4,6309.0,6.0,1,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn.XVI (Sta Rosa),6,2015,7.1,0.0362,0.511,0.10139999999999998,3.0,8.8,237.8,13287.0,6.0,1,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn XVII (Sanctuary),6,2015,8.4,0.03780000000000001,0.6748000000000001,0.09359999999999999,2.0,8.9,329.2,7949.0,6.0,1,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn XVIII (Pagsanjan),6,2015,8.7,0.0294,0.13,0.11939999999999999,2.6,7.9,80.2,18592.0,6.0,1,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn. I (Central West Bay),7,2015,8.4,0.0488,0.0402,0.11420000000000001,2.0,7.6,425.0,349.0,11.0,5,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn II (East Bay),7,2015,8.7,0.024,0.548,0.155,2.8,9.8,159.4,21597.0,11.0,5,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn. IV (Central Bay),7,2015,9.3,0.034999999999999996,0.04560000000000001,0.11080000000000001,3.4,11.7,28.119999999999997,18570.0,11.0,5,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn V (Northern West Bay),7,2015,8.3,0.0264,0.05,0.1332,5.6,12.8,30.620000000000005,488.0,11.0,5,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn VIII (South Bay),7,2015,8.6,0.0368,0.05,0.17,3.6,11.1,31.360000000000003,44271.0,11.0,5,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn XV (San Pedro),7,2015,8.3,0.028200000000000003,0.1402,0.1398,2.0,8.6,76.0,7592.0,11.0,5,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn.XVI (Sta Rosa),7,2015,8.7,0.036800000000000006,0.05,0.17,3.6,11.0,31.360000000000003,52163.0,11.0,5,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn XVII (Sanctuary),7,2015,8.5,0.023,0.05639999999999999,0.11100000000000002,3.4,10.2,107.6,28234.0,11.0,5,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn XVIII (Pagsanjan),7,2015,8.6,0.022399999999999996,0.15140000000000003,0.11579999999999999,2.8,10.6,58.9,21307.0,11.0,5,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn. I (Central West Bay),8,2015,9.3,0.037000000000000005,0.045599999999999995,0.093,3.6,12.2,28.32,65199.0,13.0,2,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn II (East Bay),8,2015,8.3,0.035,0.14,0.13399999999999998,3.0,7.2,230.6,16289.0,13.0,2,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn. IV (Central Bay),8,2015,9.0,0.0312,0.05,0.1506,4.6,11.3,26.139999999999997,36745.0,13.0,2,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn V (Northern West Bay),8,2015,9.2,0.027200000000000002,0.05,0.1072,4.4,18.3,10.66,96840.0,13.0,2,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn VIII (South Bay),8,2015,8.5,0.0874,0.0618,0.14440000000000003,2.2,8.3,234.4,12369.0,13.0,2,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn XV (San Pedro),8,2015,8.5,0.031599999999999996,0.05,0.12180000000000002,4.4,11.6,12.62,18283.0,13.0,2,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn.XVI (Sta Rosa),8,2015,8.1,0.0264,0.08679999999999999,0.1086,2.8,9.9,192.0,80398.0,13.0,2,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn XVII (Sanctuary),8,2015,7.8,0.029800000000000004,0.0814,0.1382,2.6,9.7,203.4,29213.0,13.0,2,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn XVIII (Pagsanjan),8,2015,8.3,0.027600000000000003,0.6196,0.1236,1.7,9.1,144.6,15318.0,13.0,2,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn. I (Central West Bay),9,2015,8.5,0.1282,0.09480000000000001,0.1618,3.0,5.8,59.6,16140.0,13.0,2,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn II (East Bay),9,2015,8.7,0.07300000000000001,0.0496,0.097,2.6,8.6,78.0,18790.0,13.0,2,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn. IV (Central Bay),9,2015,8.4,0.0686,0.056600000000000004,0.10462,2.6,7.1,138.4,15312.0,13.0,2,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn V (Northern West Bay),9,2015,7.8,0.0274,0.49759999999999993,0.13640000000000002,2.4,7.3,92.0,246.0,13.0,2,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn VIII (South Bay),9,2015,9.1,0.0422,0.024,0.16760000000000003,3.4,9.0,186.12,38292.0,13.0,2,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn XV (San Pedro),9,2015,8.6,0.0212,0.5783999999999999,0.1902,2.8,9.6,56.4,4326.0,13.0,2,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn.XVI (Sta Rosa),9,2015,8.4,0.11699999999999999,0.0944,0.1186,1.8,8.0,143.6,36690.0,13.0,2,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn XVII (Sanctuary),9,2015,7.8,0.14379999999999998,0.7093999999999999,0.1092,2.8,8.0,261.0,16102.0,13.0,2,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn XVIII (Pagsanjan),9,2015,8.8,0.0518,0.0518,0.129,3.0,8.6,59.56,20696.0,13.0,2,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn. I (Central West Bay),10,2015,8.4,0.0824,0.16360000000000002,0.1092,2.0,7.6,253.6,423.0,17.0,1,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn II (East Bay),10,2015,8.0,0.026000000000000002,0.3364,0.11699999999999999,2.0,6.1,379.4,4347.0,17.0,1,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn. IV (Central Bay),10,2015,8.2,0.07540000000000001,0.21740000000000004,0.13219999999999998,2.0,7.4,127.2,702.0,17.0,1,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn V (Northern West Bay),10,2015,7.6,0.07100000000000001,0.262,0.22279999999999997,4.0,5.3,289.6,3166.0,17.0,1,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn VIII (South Bay),10,2015,8.1,0.0462,0.1516,0.1116,3.0,7.6,65.4,49189.0,17.0,1,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn XV (San Pedro),10,2015,8.0,0.06040000000000001,0.2748,0.17120000000000002,3.0,7.0,107.6,703.0,17.0,1,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn.XVI (Sta Rosa),10,2015,8.7,0.028200000000000003,0.05,0.069,3.0,8.2,24.2,52647.0,17.0,1,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn XVII (Sanctuary),10,2015,8.2,0.1336,0.16260000000000002,0.188,2.0,7.0,127.8,917.0,17.0,1,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn XVIII (Pagsanjan),10,2015,7.9,0.06520000000000001,0.133,0.1076,4.0,7.0,82.6,2288.0,17.0,1,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn. I (Central West Bay),11,2015,7.9,0.014000000000000002,0.26,0.11380000000000001,2.0,6.8,202.4,2656.0,5.0,3,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn II (East Bay),11,2015,8.0,0.031200000000000006,0.3702,0.21800000000000003,2.0,7.2,119.0,9752.0,5.0,3,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn. IV (Central Bay),11,2015,7.8,0.019400000000000004,0.07139999999999999,0.07780000000000001,3.0,6.7,200.0,4134.0,5.0,3,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn V (Northern West Bay),11,2015,7.8,0.014600000000000002,0.2882,0.163,2.0,6.5,162.0,9309.0,5.0,3,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn VIII (South Bay),11,2015,8.3,0.0764,0.0658,0.13479999999999998,2.0,6.8,172.4,12092.0,5.0,3,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn XV (San Pedro),11,2015,7.8,0.014600000000000002,0.2882,0.163,2.0,6.5,162.0,4279.0,5.0,3,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn.XVI (Sta Rosa),11,2015,7.8,0.013800000000000002,0.4488,0.1288,2.0,7.2,401.4,45563.0,5.0,3,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn XVII (Sanctuary),11,2015,7.8,0.0094,0.4368,0.0952,2.0,7.1,396.4,67397.0,5.0,3,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn XVIII (Pagsanjan),11,2015,7.7,0.093,0.39699999999999996,0.09280000000000001,1.0,7.1,669.6,11859.0,5.0,3,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn. I (Central West Bay),12,2015,8.4,0.034800000000000005,0.0876,0.1252,2.0,8.5,75.7,5616.0,6.0,2,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn II (East Bay),12,2015,9.6,0.0332,0.068,0.1044,3.0,8.1,112.92,9664.0,6.0,2,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn. IV (Central Bay),12,2015,7.6,0.0234,0.19840000000000002,0.11699999999999999,4.0,7.2,73.8,3400.0,6.0,2,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn V (Northern West Bay),12,2015,8.5,0.027000000000000003,0.058399999999999994,0.1012,3.0,8.5,103.8,1416.0,6.0,2,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn VIII (South Bay),12,2015,8.6,0.0424,0.0688,0.1258,3.0,8.0,99.4,4110.0,6.0,2,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn XV (San Pedro),12,2015,8.5,0.0252,0.07680000000000001,0.06100000000000001,3.0,8.3,27.2,2050.0,6.0,2,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn.XVI (Sta Rosa),12,2015,8.2,0.03,0.041400000000000006,0.0536,3.0,8.6,159.4,600.0,6.0,2,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn XVII (Sanctuary),12,2015,8.4,0.026600000000000002,0.05500000000000001,0.1476,3.0,8.0,116.0,21890.0,6.0,2,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn XVIII (Pagsanjan),12,2015,8.5,0.0386,0.0688,0.092,3.0,8.0,116.4,4108.0,6.0,2,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn. I (Central West Bay),1,2016,7.3,0.046200000000000005,0.2938,0.083,2.0,7.5,2400.0,24491.0,6.0,1,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn II (East Bay),1,2016,8.2,0.0836,0.14300000000000002,0.06439999999999999,1.0,7.2,2400.0,5006.0,6.0,1,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn. IV (Central Bay),1,2016,7.8,0.054000000000000006,0.2936,0.123,2.0,7.2,1600.0,4702.0,6.0,1,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn V (Northern West Bay),1,2016,8.7,0.038400000000000004,0.1694,0.14279999999999998,2.0,9.1,540.0,16989.0,6.0,1,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn VIII (South Bay),1,2016,7.7,0.0314,0.11939999999999999,0.08299999999999999,1.0,6.8,2400.0,817.0,6.0,1,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn XV (San Pedro),1,2016,8.3,0.0344,0.092,0.09480000000000001,2.0,8.7,2400.0,5576.0,6.0,1,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn.XVI (Sta Rosa),1,2016,8.8,0.028600000000000004,0.1024,0.07400000000000001,2.0,8.4,2400.0,5620.0,6.0,1,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn XVII (Sanctuary),1,2016,7.9,0.0496,0.2938,0.0834,2.0,7.7,2400.0,67004.0,6.0,1,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn XVIII (Pagsanjan),1,2016,8.0,0.0836,0.1032,0.0644,1.0,7.6,3500.0,6436.0,6.0,1,11,650.0,28.291666666666668,21.45833333333333,67.125,8.458333333333334,0.0,1011.7408333333334,0.0,2016-01-11
Stn. I (Central West Bay),2,2016,8.4,0.051,0.331,0.057,1.0,8.9,1138.0,3591.0,6.0,1,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn II (East Bay),2,2016,8.0,0.057,0.357,0.059,2.0,7.9,410.0,8755.0,6.0,1,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn. IV (Central Bay),2,2016,7.8,0.036,0.335,0.063,1.0,7.8,522.0,2649.0,6.0,1,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn V (Northern West Bay),2,2016,8.0,0.018,0.715,0.135,2.0,7.5,360.0,880.0,6.0,1,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn VIII (South Bay),2,2016,8.0,0.006,0.375,0.098,1.0,7.5,435.0,893.0,6.0,1,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn XV (San Pedro),2,2016,8.0,0.027,0.538,0.067,1.0,7.8,820.0,3129.0,6.0,1,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn.XVI (Sta Rosa),2,2016,8.2,0.008,0.285,0.04,2.0,8.3,639.0,3899.0,6.0,1,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn XVII (Sanctuary),2,2016,8.3,0.014,0.45,0.052,1.0,8.0,1486.0,2078.0,6.0,1,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn XVIII (Pagsanjan),2,2016,8.1,0.024,0.283,0.056,2.0,8.3,401.0,8503.0,6.0,1,1,650.0,28.291666666666668,21.125,65.91666666666667,10.583333333333334,1.5416666666666667,1011.1945833333334,0.0,2016-02-01
Stn. I (Central West Bay),3,2016,8.0,0.045,0.308,0.021,1.0,7.6,678.0,3997.0,5.0,2,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn II (East Bay),3,2016,8.3,0.264,0.176,0.004,1.0,8.4,333.0,28614.0,5.0,2,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn. IV (Central Bay),3,2016,8.1,0.019,0.355,0.006,1.0,8.3,457.0,10680.0,5.0,2,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn V (Northern West Bay),3,2016,8.0,0.133,0.103,0.037,1.0,7.6,357.0,6442.0,5.0,2,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn VIII (South Bay),3,2016,7.8,0.22,0.204,0.001,1.0,8.0,672.0,15928.0,5.0,2,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn XV (San Pedro),3,2016,8.1,0.169,0.352,0.03,1.0,7.6,485.0,41716.0,5.0,2,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn.XVI (Sta Rosa),3,2016,8.2,0.027,0.559,0.003,1.0,8.1,271.0,60389.0,5.0,2,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn XVII (Sanctuary),3,2016,8.1,0.092,0.192,0.016,1.0,7.9,918.0,61986.0,5.0,2,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn XVIII (Pagsanjan),3,2016,7.8,0.01,0.004,0.007,1.0,8.5,301.0,40833.0,5.0,2,1,653.6,27.36,20.72,67.6,9.72,0.0,1012.9156,0.0,2016-03-01
Stn. I (Central West Bay),4,2016,8.7,0.152,0.065,0.125,1.0,8.6,144.0,2399.0,6.0,1,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn II (East Bay),4,2016,8.5,0.085,0.046,0.071,1.0,0.3,27.0,9836.0,6.0,1,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn. IV (Central Bay),4,2016,8.7,0.129,0.039,0.104,1.0,8.6,125.0,63490.0,6.0,1,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn V (Northern West Bay),4,2016,8.9,0.083,0.087,0.102,1.0,7.5,125.0,563.0,6.0,1,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn VIII (South Bay),4,2016,8.5,0.094,0.081,0.084,1.0,8.3,428.0,102689.0,6.0,1,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn XV (San Pedro),4,2016,8.3,0.088,0.128,0.103,2.0,8.6,201.0,64319.0,6.0,1,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn.XVI (Sta Rosa),4,2016,8.3,0.081,0.102,0.087,1.0,8.1,165.0,115769.0,6.0,1,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn XVII (Sanctuary),4,2016,8.6,0.058,0.088,0.089,1.0,8.3,294.0,42025.0,6.0,1,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn XVIII (Pagsanjan),4,2016,8.7,0.068,0.096,0.031,1.0,8.5,110.0,21522.0,6.0,1,4,650.0,29.70833333333333,20.875,60.0,12.333333333333334,0.0,1010.6166666666668,0.0,2016-04-04
Stn. I (Central West Bay),5,2016,8.3,0.236,0.001,0.147,1.0,6.4,144.0,11314.0,6.0,3,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn II (East Bay),5,2016,8.7,0.081,0.009,0.037,3.0,0.4,45.0,5379.0,6.0,3,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn. IV (Central Bay),5,2016,8.3,0.05,0.002,0.103,1.0,6.8,117.0,28158.0,6.0,3,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn V (Northern West Bay),5,2016,8.2,0.349,0.059,0.164,2.0,7.1,102.0,115840.0,6.0,3,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn VIII (South Bay),5,2016,8.3,0.055,0.001,0.077,1.0,7.9,620.0,1593.0,6.0,3,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn XV (San Pedro),5,2016,8.2,0.074,0.019,0.069,3.0,6.9,185.0,4578.0,6.0,3,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn.XVI (Sta Rosa),5,2016,8.3,0.054,0.036,0.067,2.0,7.7,107.0,6203.0,6.0,3,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn XVII (Sanctuary),5,2016,8.1,0.079,0.051,0.066,2.0,75.0,86.0,2089.0,6.0,3,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn XVIII (Pagsanjan),5,2016,9.4,0.056,0.004,0.004,4.0,10.0,51.0,15744.0,6.0,3,2,650.0,32.0,23.5,61.5,12.083333333333334,3.333333333333333,1009.0766666666668,0.0,2016-05-02
Stn. I (Central West Bay),6,2016,9.4,0.063,0.065,0.108,8.0,14.4,85.0,344356.0,18.0,2,13,650.0,29.5,26.541666666666668,84.95833333333333,11.291666666666666,0.0,1008.2025,0.0,2016-06-13
Stn II (East Bay),6,2016,9.3,0.092,0.05,0.181,2.0,0.0,73.0,47649.0,18.0,2,13,650.0,29.5,26.541666666666668,84.95833333333333,11.291666666666666,0.0,1008.2025,0.0,2016-06-13
Stn. IV (Central Bay),6,2016,9.6,0.051,0.051,0.149,3.0,9.5,117.0,90969.0,18.0,2,13,650.0,29.5,26.541666666666668,84.95833333333333,11.291666666666666,0.0,1008.2025,0.0,2016-06-13
Stn V (Northern West Bay),6,2016,9.0,0.336,0.069,0.19,3.0,9.5,363.0,11845.0,18.0,2,13,650.0,29.5,26.541666666666668,84.95833333333333,11.291666666666666,0.0,1008.2025,0.0,2016-06-13
Stn VIII (South Bay),6,2016,9.4,0.054,0.684,0.095,3.0,8.9,709.0,42249.0,18.0,2,13,650.0,29.5,26.541666666666668,84.95833333333333,11.291666666666666,0.0,1008.2025,0.0,2016-06-13
